,AUniqueID,Access Control,Accessories & Sundry Items,Acoustic Designation,Acoustic Rating,Appear In Schedule,Assembly Code,Assembly Description,AssetIdentifier,Blind Type,Bottom Profile Height,Bottom Profile Option 01,Bottom Profile Option 02,Bottom Profile Option 03,Bottom Profile Option 04,Brass Polished Finish,Brass Satin Finish,Clear Anodized,Closed,Colour,Comments,Constituents,Construction Type,DDA Compliant,DOOR_Acoustic Rating,DOOR_Break Glass - Green,DOOR_Break Glass - Red,DOOR_Call Button,DOOR_Card Entry,DOOR_Colour,DOOR_DDA Closer (20Kn),DOOR_Detail type,DOOR_Door Closer,DOOR_Door Contacts,DOOR_DoubleSwing,DOOR_Exit Button,DOOR_Finger Protection,DOOR_Finishes,DOOR_Gas Suppression,DOOR_GlazingThickness,DOOR_KickPlate,DOOR_KickPlateHeight,DOOR_Lock & Thumbturn,DOOR_Louvred,DOOR_Material Frame,DOOR_Material Panel,DOOR_MaterialDoor,DOOR_MaterialFrame,DOOR_PanelHeight,DOOR_Panic Bar,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Safety Barrier,DOOR_Secure by Design,DOOR_Signage,DOOR_Type,DOOR_Ventilation,DOOR_Video Entry,DOOR_Vision Panel,DOOR_VisionPanelBottom_1,DOOR_VisionPanelBottom_2,DOOR_VisionPanelOffset,DOOR_VisionPanelType,DOOR_VisionPanelWidth,DOOR_Wall Thickness,Dark Bronze Anodized,Description,Disclaimer,Door Finish,Door Opening,Door Panel Height,Door Panel Thickness,Door Panel Width,Door Thickness,Door_VisionPanelHeight_1,Door_VisionPanelHeight_2,Durability Rating,EXT_DOOR_Access_Control,EXT_DOOR_Closer,EXT_DOOR_Drawing_Reference,EXT_DOOR_Location,EXT_DOOR_Minimum_Clear_Width,EXT_DOOR_Operation/Security,EXT_DOOR_Type,EXT_DOOR_Type_Description,Family,Family and Type,Features,Finish,Fire Designation,Fire Rating,Frame Depth,Frame Head Depth,Frame Material,Frame Thickness,FrameDepth,FrameWidth,Gap,Glass,Glass Thickness,Glass Type,Grade,Has 14 x 14 Window,Has 14 x 24 Window,Has Backup Casings,Has Power Operator,Has Wall Guide,Head Height,Heat Transfer Coefficient (U),Height,Horizontal Sash,Host Partition Thickness,Hydraulic Encloser,IfcGUID,Inset,InstallationDate,Ironmongery Set,Keynote,Leaf Bottom Profile Height,Leaf Height,Leaf Width,Level,Main Panel Width,Manufacturer,Mark,Material,Mid Leaf Position,Mid Leaf Position If Opened,Model,NBSDescription,NBSNote,NBSReference,NBSTypeID,NominalHeight,NominalLength,NominalWidth,O/A Frame Width,OmniClass Number,OmniClass Title,Opened,Opening Distance,Operation,Panel Glazing Material,Panel Height,Panel Width,Phase Created,Phase Demolished,Product data url,ProductionYear,Rail Bottom,Rail Head,ReplacementCost,Required Effective Clear Width,RevisedByType_ARUtils,RevisedType_ARUtils,Right Hinge,Rough Height,Rough Width,Rubber,Secondary Panel Width,ServiceLifeDuration,Shape,Sill Height,Size,Solar Heat Gain Coefficient,Spec Ref,Specification Reference,Stainless Steel Polished Finish,Stainless Steel Satin Finish,Stile Left,Stile Right,TagNumber,Thermal Resistance (R),Thickness,Thickness_2,Top Profile Height,Transom Height,Type,Type Comments,Type Mark,URL,Vision Panel,Visual Light Transmittance,WarrantyDescription,WarrantyDurationLabour,WarrantyDurationParts,WarrantyGuarantorLabour,WarrantyGuarantorParts,Width
51,IP41023.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFgE,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41023.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
52,IP41021.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFgo,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41021.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
53,IP41015.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFgb,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41015.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
54,IP41016.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFfV,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41016.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
55,IP41014.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFf0,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41014.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
56,IP41004.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFft,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41004.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
57,IP41009.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFfw,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41009.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
58,IP41011.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFfh,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41011.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
59,IP41010.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFeS,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41010.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
60,IP41012.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFe2,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41012.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
61,IP41007.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFey,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41007.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
62,IP41032.D1,Yes,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,Yes,IDT 1d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS,nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,3a20qT3YP0ygz4T9KAZFeX,nan,nan,04,L20/431,nan,nan,nan,Level: Level 1,nan,Revit,IP41032.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,SD/SS,J52,nan,nan,nan,nan,nan,nan,nan,nan,1060.
63,IP41013.D1,-,nan,30dB,nan,nan,,,nan,IBT 08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.T.,Kick,,nan,nan,Yes,IDT 2a,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,nan,Laminate,,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,3a20qT3YP0ygz4T9KAZFtT,nan,nan,01,L20/431,nan,nan,nan,Level: Level 1,900.,nan,IP41013.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1480.,nan,491.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009637,nan,nan,IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate,DUD/SS (GL),J154,nan,nan,nan,nan,nan,nan,nan,nan,1480.
64,IP41C02.D1,-,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hold Open,.F.,Kick/Edge,,nan,nan,,IDT 3b,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,910.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,139.999999999968,nan,3a20qT3YP0ygz4T9KAZFtR,nan,nan,12*,L20/431,nan,nan,nan,Level: Level 1,nan,nan,IP41C02.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2110.,1910.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate,DD/SS (GL),J88,nan,nan,nan,nan,nan,nan,nan,nan,1910.
65,IP41051.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,Yes,IDT 1d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS,nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,3a20qT3YP0ygz4T9KAZFt0,nan,nan,06b,L20/431,nan,nan,nan,Level: Level 1,nan,Revit,IP41051.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,SD/SS,J52,nan,nan,nan,nan,nan,nan,nan,nan,1060.
66,IP41048.D1,-,nan,,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,Yes,IDT 1d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS,nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,3a20qT3YP0ygz4T9KAZFtB,nan,nan,06b,L20/431,nan,nan,nan,Level: Level 1,nan,Revit,IP41048.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,SD/SS,J52,nan,nan,nan,nan,nan,nan,nan,nan,1060.
